location_name,horizon,value,date
Alabama,2,16.681972317690537,2024-10-26
Alaska,2,2.5843404804187524,2024-10-26
Arizona,2,1.6913693454992498,2024-10-26
Arkansas,2,4.449630837281044,2024-10-26
California,2,80.34346995343508,2024-10-26
Colorado,2,5.669449062922983,2024-10-26
Connecticut,2,3.8933677331146797,2024-10-26
Delaware,2,3.7386902433901135,2024-10-26
District of Columbia,2,1.1369444575727645,2024-10-26
Florida,2,160.65079562453116,2024-10-26
Georgia,2,25.670159501273368,2024-10-26
Hawaii,2,5.401733039269199,2024-10-26
Idaho,2,2.134779658379522,2024-10-26
Illinois,2,10.071588556096591,2024-10-26
Indiana,2,16.125247269341276,2024-10-26
Iowa,2,4.714226554922346,2024-10-26
Kansas,2,2.3929628462336923,2024-10-26
Kentucky,2,9.970566150933355,2024-10-26
Louisiana,2,6.152849044807939,2024-10-26
Maine,2,1.810475600004567,2024-10-26
Maryland,2,4.341597158670175,2024-10-26
Massachusetts,2,7.5412036914063245,2024-10-26
Michigan,2,17.284520107549106,2024-10-26
Minnesota,2,12.613864882394065,2024-10-26
Mississippi,2,8.761646206896838,2024-10-26
Missouri,2,16.003211957246734,2024-10-26
Montana,2,0.9453894266479974,2024-10-26
Nebraska,2,3.95374466604064,2024-10-26
Nevada,2,2.5321091986740356,2024-10-26
New Hampshire,2,4.841406434318855,2024-10-26
New Jersey,2,26.902783852101738,2024-10-26
New Mexico,2,1.5758354033308395,2024-10-26
New York,2,19.64152649288447,2024-10-26
North Carolina,2,39.89371612471549,2024-10-26
North Dakota,2,1.3636830107496407,2024-10-26
Ohio,2,18.079617872338385,2024-10-26
Oklahoma,2,1.5293290564729356,2024-10-26
Oregon,2,2.2137114444329624,2024-10-26
Pennsylvania,2,30.52865227359003,2024-10-26
Puerto Rico,2,9.031145002039528,2024-10-26
Rhode Island,2,0.5290857100723315,2024-10-26
South Carolina,2,9.162843710252545,2024-10-26
South Dakota,2,1.9920784577631085,2024-10-26
Tennessee,2,21.37330258420949,2024-10-26
Texas,2,55.67862627623896,2024-10-26
US,2,892.7270297711079,2024-10-26
Utah,2,4.419343139280907,2024-10-26
Vermont,2,0.6874142773378379,2024-10-26
Virginia,2,23.900711823796048,2024-10-26
Washington,2,3.790488735846359,2024-10-26
West Virginia,2,6.241544107125712,2024-10-26
Wisconsin,2,8.091504883764886,2024-10-26
Wyoming,2,2.0299555196945467,2024-10-26
