location_name,horizon,value,date
Alabama,1,13.043805891555396,2024-10-05
Alaska,1,2.684161162592817,2024-10-05
Arizona,1,9.066222553416845,2024-10-05
Arkansas,1,6.272731845534523,2024-10-05
California,1,18.63968583265204,2024-10-05
Colorado,1,5.0821486416810195,2024-10-05
Connecticut,1,3.8213499513241667,2024-10-05
Delaware,1,0.7576736223279871,2024-10-05
District of Columbia,1,0.9688380466700112,2024-10-05
Florida,1,124.1835874747949,2024-10-05
Georgia,1,26.467270134665515,2024-10-05
Hawaii,1,4.714720354757485,2024-10-05
Idaho,1,0.4389227692117377,2024-10-05
Illinois,1,5.9590473921876566,2024-10-05
Indiana,1,10.304765490833002,2024-10-05
Iowa,1,2.1422402255305397,2024-10-05
Kansas,1,4.087164461714705,2024-10-05
Kentucky,1,4.3405545033672235,2024-10-05
Louisiana,1,6.876601739920273,2024-10-05
Maine,1,1.0782623006565324,2024-10-05
Maryland,1,1.8767126195281219,2024-10-05
Massachusetts,1,3.744531561578111,2024-10-05
Michigan,1,0.4661383516946833,2024-10-05
Minnesota,1,8.583806503089587,2024-10-05
Mississippi,1,2.5406410052364388,2024-10-05
Missouri,1,9.002273251643928,2024-10-05
Montana,1,0.6153712572046545,2024-10-05
Nebraska,1,1.6257969170527358,2024-10-05
Nevada,1,3.860432001952279,2024-10-05
New Hampshire,1,2.8131550576772764,2024-10-05
New Jersey,1,15.282793550279445,2024-10-05
New Mexico,1,0.8276389420708118,2024-10-05
New York,1,4.455709184603908,2024-10-05
North Carolina,1,39.572410093935645,2024-10-05
North Dakota,1,-0.12306327126692886,2024-10-05
Ohio,1,6.876222080259477,2024-10-05
Oklahoma,1,7.939299245772062,2024-10-05
Oregon,1,1.8019674497598122,2024-10-05
Pennsylvania,1,18.815795657401708,2024-10-05
Puerto Rico,1,8.66106901323346,2024-10-05
Rhode Island,1,1.539573712187015,2024-10-05
South Carolina,1,10.948731251382204,2024-10-05
South Dakota,1,1.2125588370192186,2024-10-05
Tennessee,1,11.820743711952469,2024-10-05
Texas,1,57.8488462055444,2024-10-05
US,1,562.7347822629234,2024-10-05
Utah,1,-0.18567454259524088,2024-10-05
Vermont,1,0.2624325047677167,2024-10-05
Virginia,1,23.85711080125611,2024-10-05
Washington,1,5.348618524161069,2024-10-05
West Virginia,1,3.525062333225306,2024-10-05
Wisconsin,1,14.652283659926615,2024-10-05
Wyoming,1,0.4524607532122609,2024-10-05
Alabama,2,16.604847609831303,2024-10-12
Alaska,2,3.006782572402796,2024-10-12
Arizona,2,7.710510656467173,2024-10-12
Arkansas,2,9.799819481451062,2024-10-12
California,2,19.201961987249426,2024-10-12
Colorado,2,4.746285509885065,2024-10-12
Connecticut,2,5.994585429037,2024-10-12
Delaware,2,0.7393946532204093,2024-10-12
District of Columbia,2,1.1273156491063752,2024-10-12
Florida,2,103.82546341945107,2024-10-12
Georgia,2,31.10616195692271,2024-10-12
Hawaii,2,4.962673581459793,2024-10-12
Idaho,2,0.5645002342766482,2024-10-12
Illinois,2,15.544608228775921,2024-10-12
Indiana,2,7.414418059495853,2024-10-12
Iowa,2,3.2888776199633383,2024-10-12
Kansas,2,4.776547281501484,2024-10-12
Kentucky,2,5.683955205051131,2024-10-12
Louisiana,2,8.573426183585106,2024-10-12
Maine,2,1.322776390889823,2024-10-12
Maryland,2,-0.45837216256817365,2024-10-12
Massachusetts,2,3.674708194975603,2024-10-12
Michigan,2,6.306064697632686,2024-10-12
Minnesota,2,10.39124383170442,2024-10-12
Mississippi,2,3.2528498334721565,2024-10-12
Missouri,2,8.651329056165547,2024-10-12
Montana,2,0.7545050553546475,2024-10-12
Nebraska,2,1.185468569748576,2024-10-12
Nevada,2,1.9830827934716482,2024-10-12
New Hampshire,2,2.6145810007557317,2024-10-12
New Jersey,2,17.722607624296078,2024-10-12
New Mexico,2,0.9959690407042647,2024-10-12
New York,2,28.212545869781994,2024-10-12
North Carolina,2,40.11481703329983,2024-10-12
North Dakota,2,0.11027559537829798,2024-10-12
Ohio,2,13.201757433544794,2024-10-12
Oklahoma,2,7.808226915622318,2024-10-12
Oregon,2,3.8400929377041875,2024-10-12
Pennsylvania,2,25.5467821660172,2024-10-12
Puerto Rico,2,10.521359761897584,2024-10-12
Rhode Island,2,1.6905635244613713,2024-10-12
South Carolina,2,15.6990432591769,2024-10-12
South Dakota,2,1.6202555916793469,2024-10-12
Tennessee,2,15.517934237950158,2024-10-12
Texas,2,91.76918842942446,2024-10-12
US,2,712.2469813987873,2024-10-12
Utah,2,1.4849330847008029,2024-10-12
Vermont,2,0.15979790243858813,2024-10-12
Virginia,2,28.696760143498118,2024-10-12
Washington,2,10.199286045552528,2024-10-12
West Virginia,2,6.247920727597155,2024-10-12
Wisconsin,2,25.935542095936206,2024-10-12
Wyoming,2,1.2224455609851939,2024-10-12
Alabama,3,25.099459966475347,2024-10-19
Alaska,3,2.0126269459509856,2024-10-19
Arizona,3,6.691194186697595,2024-10-19
Arkansas,3,9.539780091603138,2024-10-19
California,3,-14.319645383651904,2024-10-19
Colorado,3,7.369555085055371,2024-10-19
Connecticut,3,17.300560296635528,2024-10-19
Delaware,3,2.764514835609509,2024-10-19
District of Columbia,3,1.121904679111202,2024-10-19
Florida,3,98.24781809610708,2024-10-19
Georgia,3,21.596069397314476,2024-10-19
