location_name,horizon,value,date
Alabama,1,31.401667516489283,2024-11-16
Alaska,1,7.172950369430455,2024-11-16
Arizona,1,389.05408156137725,2024-11-16
Arkansas,1,13.898375353328282,2024-11-16
California,1,230.72316309507565,2024-11-16
Colorado,1,21.526259589871998,2024-11-16
Connecticut,1,14.820755847196478,2024-11-16
Delaware,1,3.308684794792142,2024-11-16
District of Columbia,1,3.9798026913501108,2024-11-16
Florida,1,355.4945438236859,2024-11-16
Georgia,1,48.42824456038329,2024-11-16
Hawaii,1,9.010031027726821,2024-11-16
Idaho,1,2.571475553564415,2024-11-16
Illinois,1,49.19057436074905,2024-11-16
Indiana,1,68.12282383707435,2024-11-16
Iowa,1,9.666040035159194,2024-11-16
Kansas,1,14.512308914606015,2024-11-16
Kentucky,1,11.161054883878418,2024-11-16
Louisiana,1,86.82195061747402,2024-11-16
Maine,1,5.350109412869765,2024-11-16
Maryland,1,11.380044161427403,2024-11-16
Massachusetts,1,187.7808752117107,2024-11-16
Michigan,1,71.09064660829779,2024-11-16
Minnesota,1,21.462220138055145,2024-11-16
Mississippi,1,25.054251293619835,2024-11-16
Missouri,1,120.4157602324846,2024-11-16
Montana,1,1.9828366845802572,2024-11-16
Nebraska,1,3.667587086651566,2024-11-16
Nevada,1,24.63870584709155,2024-11-16
New Hampshire,1,9.42739597849669,2024-11-16
New Jersey,1,32.57465787242472,2024-11-16
New Mexico,1,5.232957911551679,2024-11-16
New York,1,148.98989704388612,2024-11-16
North Carolina,1,67.0333281454909,2024-11-16
North Dakota,1,6.91386877661597,2024-11-16
Ohio,1,470.9178965467099,2024-11-16
Oklahoma,1,18.899983894217183,2024-11-16
Oregon,1,21.03467208580972,2024-11-16
Pennsylvania,1,133.015361946414,2024-11-16
Puerto Rico,1,24.526372573853546,2024-11-16
Rhode Island,1,2.292956972132095,2024-11-16
South Carolina,1,26.857582950892027,2024-11-16
South Dakota,1,7.91998924351346,2024-11-16
Tennessee,1,59.80371560866913,2024-11-16
Texas,1,192.2853720336116,2024-11-16
US,1,2903.0292614889554,2024-11-16
Utah,1,2.4471533279207924,2024-11-16
Vermont,1,0.7755048047643642,2024-11-16
Virginia,1,55.79896893245463,2024-11-16
Washington,1,10.63195165067267,2024-11-16
West Virginia,1,7.687511251821068,2024-11-16
Wisconsin,1,58.88394405327825,2024-11-16
Wyoming,1,6.496993990457747,2024-11-16
Alabama,2,30.87119476017664,2024-11-23
Alaska,2,8.027517960818908,2024-11-23
Arizona,2,528.1919080222449,2024-11-23
Arkansas,2,17.082678172308977,2024-11-23
California,2,278.5522584022629,2024-11-23
Colorado,2,24.233833352217893,2024-11-23
Connecticut,2,21.221163073084174,2024-11-23
Delaware,2,5.140253200654546,2024-11-23
District of Columbia,2,7.1786667424317105,2024-11-23
Florida,2,448.71788846116175,2024-11-23
Georgia,2,66.91723437499753,2024-11-23
Hawaii,2,10.05869323460833,2024-11-23
Idaho,2,2.972326202170411,2024-11-23
Illinois,2,67.28903021281042,2024-11-23
Indiana,2,109.29772606268399,2024-11-23
Iowa,2,24.70197098665586,2024-11-23
Kansas,2,17.432554650115403,2024-11-23
Kentucky,2,15.37523055198539,2024-11-23
Louisiana,2,92.86800900837288,2024-11-23
Maine,2,4.555692418884605,2024-11-23
Maryland,2,14.55834683887796,2024-11-23
Massachusetts,2,299.2206257156948,2024-11-23
Michigan,2,100.97148883755418,2024-11-23
Minnesota,2,31.600717179509903,2024-11-23
Mississippi,2,27.264350401615836,2024-11-23
Missouri,2,59.11552318039233,2024-11-23
Montana,2,7.872771511826781,2024-11-23
Nebraska,2,4.675794161518624,2024-11-23
Nevada,2,28.387642107965643,2024-11-23
New Hampshire,2,24.408191107731696,2024-11-23
New Jersey,2,41.85021642434711,2024-11-23
New Mexico,2,9.053233486123565,2024-11-23
New York,2,242.44483276668612,2024-11-23
North Carolina,2,111.70763122419409,2024-11-23
North Dakota,2,35.32443624761782,2024-11-23
Ohio,2,257.2127840461083,2024-11-23
Oklahoma,2,30.441617075293028,2024-11-23
Oregon,2,100.15148780959305,2024-11-23
Pennsylvania,2,131.54509047874416,2024-11-23
Puerto Rico,2,25.241345808701784,2024-11-23
Rhode Island,2,3.9437183051218256,2024-11-23
South Carolina,2,31.343896061290344,2024-11-23
South Dakota,2,15.118602497619143,2024-11-23
Tennessee,2,72.16257527919967,2024-11-23
Texas,2,316.46434357532326,2024-11-23
US,2,3515.5700270255734,2024-11-23
Utah,2,6.2336653342633,2024-11-23
Vermont,2,1.4011302168537403,2024-11-23
Virginia,2,22.29762697045342,2024-11-23
Washington,2,42.98676740231307,2024-11-23
West Virginia,2,19.99785494938243,2024-11-23
Wisconsin,2,142.33501838217177,2024-11-23
Wyoming,2,10.101572686884518,2024-11-23
Alabama,3,60.631468467587524,2024-11-30
Alaska,3,14.552011711148683,2024-11-30
Arizona,3,604.9940816965253,2024-11-30
Arkansas,3,16.055445662034206,2024-11-30
California,3,283.32602521405926,2024-11-30
Colorado,3,36.11032640324271,2024-11-30
Connecticut,3,30.759024661288244,2024-11-30
Delaware,3,8.237674661197769,2024-11-30
District of Columbia,3,11.359769763842472,2024-11-30
Florida,3,454.98900416113287,2024-11-30
Georgia,3,73.70897260127678,2024-11-30
Hawaii,3,9.232862088541157,2024-11-30
Idaho,3,4.65060616259902,2024-11-30
Illinois,3,93.59383696132976,2024-11-30
Indiana,3,106.4711077239199,2024-11-30
Iowa,3,35.517022866401675,2024-11-30
Kansas,3,17.9927416134158,2024-11-30
Kentucky,3,19.07349314149293,2024-11-30
Louisiana,3,126.18186427118992,2024-11-30
Maine,3,8.37787417371138,2024-11-30
Maryland,3,10.072968087382852,2024-11-30
Massachusetts,3,402.65488015230756,2024-11-30
Michigan,3,97.32679769000934,2024-11-30
Minnesota,3,47.38849078678203,2024-11-30
Mississippi,3,61.82939359365342,2024-11-30
Missouri,3,67.07030967668432,2024-11-30
Montana,3,7.447332865353769,2024-11-30
Nebraska,3,7.65812423808603,2024-11-30
Nevada,3,37.60771602968926,2024-11-30
New Hampshire,3,36.753084300279625,2024-11-30
New Jersey,3,51.0263608175308,2024-11-30
New Mexico,3,18.867095238808233,2024-11-30
New York,3,286.62973490133203,2024-11-30
North Carolina,3,115.98195173806455,2024-11-30
North Dakota,3,31.229012039268255,2024-11-30
Ohio,3,183.19613865392347,2024-11-30
Oklahoma,3,36.67754553147263,2024-11-30
Oregon,3,134.18198158399736,2024-11-30
Pennsylvania,3,131.7376589199589,2024-11-30
Puerto Rico,3,30.2130839931168,2024-11-30
Rhode Island,3,5.245137728338838,2024-11-30
South Carolina,3,43.51982796866649,2024-11-30
South Dakota,3,19.175726901478143,2024-11-30
Tennessee,3,89.6500863420022,2024-11-30
Texas,3,335.83069512151405,2024-11-30
US,3,4561.84851926114,2024-11-30
Utah,3,8.057213999756067,2024-11-30
Vermont,3,2.5270790122513094,2024-11-30
Virginia,3,47.23402320342706,2024-11-30
Washington,3,30.597940943042772,2024-11-30
West Virginia,3,5.393870015557743,2024-11-30
Wisconsin,3,69.58988625901307,2024-11-30
Wyoming,3,11.485562861552467,2024-11-30
Alabama,4,60.452006947993894,2024-12-07
Alaska,4,16.66014721349151,2024-12-07
Arizona,4,385.87477783973486,2024-12-07
Arkansas,4,17.597547941053726,2024-12-07
California,4,307.7102259720179,2024-12-07
Colorado,4,46.726160282061464,2024-12-07
Connecticut,4,35.328947572644836,2024-12-07
Delaware,4,14.825058558035748,2024-12-07
District of Columbia,4,9.00717120127581,2024-12-07
Florida,4,609.2696554563714,2024-12-07
Georgia,4,79.21012423144094,2024-12-07
Hawaii,4,11.02215646531779,2024-12-07
Idaho,4,10.566926172237364,2024-12-07
Illinois,4,91.41954145062783,2024-12-07
Indiana,4,77.20774519510925,2024-12-07
Iowa,4,44.418646352724934,2024-12-07
Kansas,4,19.21529231377275,2024-12-07
Kentucky,4,25.984540480299554,2024-12-07
Louisiana,4,141.3021324841806,2024-12-07
Maine,4,7.1718003470797305,2024-12-07
Maryland,4,13.556394928508908,2024-12-07
Massachusetts,4,298.9801527161102,2024-12-07
Michigan,4,192.894915725292,2024-12-07
Minnesota,4,75.52359700433936,2024-12-07
Mississippi,4,87.90056910749877,2024-12-07
Missouri,4,63.501736907077905,2024-12-07
Montana,4,14.210560689078138,2024-12-07
Nebraska,4,12.034157602007504,2024-12-07
Nevada,4,62.97341749719314,2024-12-07
New Hampshire,4,44.748889627531504,2024-12-07
New Jersey,4,85.74941840887927,2024-12-07
New Mexico,4,32.47902257598094,2024-12-07
New York,4,359.07590729166736,2024-12-07
North Carolina,4,114.34822963762366,2024-12-07
North Dakota,4,25.581101311789524,2024-12-07
Ohio,4,168.41662578679174,2024-12-07
Oklahoma,4,45.938080860347675,2024-12-07
Oregon,4,124.2232502004975,2024-12-07
Pennsylvania,4,140.09976599500465,2024-12-07
Puerto Rico,4,26.453071947550686,2024-12-07
Rhode Island,4,5.411819481079388,2024-12-07
South Carolina,4,35.04082549593891,2024-12-07
South Dakota,4,37.14120294308388,2024-12-07
Tennessee,4,95.83145268311287,2024-12-07
Texas,4,636.4493958209555,2024-12-07
US,4,3798.551611907679,2024-12-07
Utah,4,4.010891583900499,2024-12-07
Vermont,4,2.7363444849136593,2024-12-07
Virginia,4,51.89334224942726,2024-12-07
Washington,4,79.94868075059351,2024-12-07
West Virginia,4,9.80890521374355,2024-12-07
Wisconsin,4,86.91302534111186,2024-12-07
Wyoming,4,14.282499822385496,2024-12-07
