event_week,location_name,horizon,value,model,date
202447,US,0,3427.919857063169,Ensemble,2024-11-23
202447,Alabama,0,49.049819218830685,Ensemble,2024-11-23
202447,Alaska,0,7.076410675290039,Ensemble,2024-11-23
202447,Arizona,0,496.7753144667946,Ensemble,2024-11-23
202447,Arkansas,0,16.91736656299258,Ensemble,2024-11-23
202447,California,0,355.5469729792291,Ensemble,2024-11-23
202447,Colorado,0,27.944070147566354,Ensemble,2024-11-23
202447,Connecticut,0,17.189644745801463,Ensemble,2024-11-23
202447,Delaware,0,5.336404626342757,Ensemble,2024-11-23
202447,District of Columbia,0,2.7781192222396203,Ensemble,2024-11-23
202447,Florida,0,344.62742374817253,Ensemble,2024-11-23
202447,Georgia,0,53.46192512566621,Ensemble,2024-11-23
202447,Hawaii,0,13.703312153375352,Ensemble,2024-11-23
202447,Idaho,0,12.599246663035629,Ensemble,2024-11-23
202447,Illinois,0,40.52092185407721,Ensemble,2024-11-23
202447,Indiana,0,73.40184323048544,Ensemble,2024-11-23
202447,Iowa,0,6.811159424826426,Ensemble,2024-11-23
202447,Kansas,0,12.797062401553926,Ensemble,2024-11-23
202447,Kentucky,0,27.55448119449984,Ensemble,2024-11-23
202447,Louisiana,0,83.18591717759341,Ensemble,2024-11-23
202447,Maine,0,3.9557000891527,Ensemble,2024-11-23
202447,Maryland,0,14.478425444234798,Ensemble,2024-11-23
202447,Massachusetts,0,55.38298986703522,Ensemble,2024-11-23
202447,Michigan,0,81.79811019833492,Ensemble,2024-11-23
202447,Minnesota,0,46.92123445722486,Ensemble,2024-11-23
202447,Mississippi,0,25.9142270078889,Ensemble,2024-11-23
202447,Missouri,0,46.54148152172982,Ensemble,2024-11-23
202447,Montana,0,4.2921618303692,Ensemble,2024-11-23
202447,Nebraska,0,8.196752358843403,Ensemble,2024-11-23
202447,Nevada,0,38.85528177925523,Ensemble,2024-11-23
202447,New Hampshire,0,15.348370980167807,Ensemble,2024-11-23
202447,New Jersey,0,50.70718959762604,Ensemble,2024-11-23
202447,New Mexico,0,20.70597764049694,Ensemble,2024-11-23
202447,New York,0,88.23339963066832,Ensemble,2024-11-23
202447,North Carolina,0,42.50925895487909,Ensemble,2024-11-23
202447,North Dakota,0,5.996813440178721,Ensemble,2024-11-23
202447,Ohio,0,591.1678138732096,Ensemble,2024-11-23
202447,Oklahoma,0,24.496304536389232,Ensemble,2024-11-23
202447,Oregon,0,33.072977572549114,Ensemble,2024-11-23
202447,Pennsylvania,0,110.87633117458682,Ensemble,2024-11-23
202447,Rhode Island,0,1.6063335339598093,Ensemble,2024-11-23
202447,South Carolina,0,16.82124406005344,Ensemble,2024-11-23
202447,South Dakota,0,3.302116728030933,Ensemble,2024-11-23
202447,Tennessee,0,93.30563489165661,Ensemble,2024-11-23
202447,Texas,0,254.97563216773636,Ensemble,2024-11-23
202447,Utah,0,8.718934165934426,Ensemble,2024-11-23
202447,Vermont,0,2.4400058772871107,Ensemble,2024-11-23
202447,Virginia,0,34.105025240398206,Ensemble,2024-11-23
202447,Washington,0,51.52077591087371,Ensemble,2024-11-23
202447,West Virginia,0,10.050548001194697,Ensemble,2024-11-23
202447,Wisconsin,0,21.584905185563645,Ensemble,2024-11-23
202447,Wyoming,0,12.124084905442686,Ensemble,2024-11-23
202447,Puerto Rico,0,58.45859385473914,Ensemble,2024-11-23
202448,US,1,3828.0070267596884,Ensemble,2024-11-30
202448,Alabama,1,63.527498185232446,Ensemble,2024-11-30
202448,Alaska,1,10.384178928062873,Ensemble,2024-11-30
202448,Arizona,1,737.7564907883967,Ensemble,2024-11-30
202448,Arkansas,1,18.678660168593087,Ensemble,2024-11-30
