location_name,horizon,value,date
Alabama,2,80.88571558707132,2024-11-30
Alaska,2,16.09509385660991,2024-11-30
Arizona,2,732.0068003639077,2024-11-30
Arkansas,2,12.771253464996954,2024-11-30
California,2,447.0745201991273,2024-11-30
Colorado,2,42.41919679706981,2024-11-30
Connecticut,2,55.50847992144034,2024-11-30
Delaware,2,9.137372588810525,2024-11-30
District of Columbia,2,3.0988275906225144,2024-11-30
Florida,2,481.3436639960848,2024-11-30
Georgia,2,57.514106525323484,2024-11-30
Hawaii,2,13.820928598113293,2024-11-30
Idaho,2,10.184531089375586,2024-11-30
Illinois,2,102.9564179020859,2024-11-30
Indiana,2,89.97091779115891,2024-11-30
Iowa,2,14.119349538615594,2024-11-30
Kansas,2,17.652329970911712,2024-11-30
Kentucky,2,36.84631666090489,2024-11-30
Louisiana,2,105.57909361831031,2024-11-30
Maine,2,4.505017295512358,2024-11-30
Maryland,2,3.714197202791063,2024-11-30
Massachusetts,2,170.39316324155632,2024-11-30
Michigan,2,127.08005557039688,2024-11-30
Minnesota,2,22.808712300160014,2024-11-30
Mississippi,2,48.05524246509053,2024-11-30
Missouri,2,76.09756836324064,2024-11-30
Montana,2,8.248762579401209,2024-11-30
Nebraska,2,11.65063347912624,2024-11-30
Nevada,2,87.39917566640831,2024-11-30
New Hampshire,2,22.910654408620093,2024-11-30
New Jersey,2,87.87356228172467,2024-11-30
New Mexico,2,29.682525691682102,2024-11-30
New York,2,233.49775494313363,2024-11-30
North Carolina,2,112.15771923532114,2024-11-30
North Dakota,2,26.514446879780188,2024-11-30
Ohio,2,558.3794638280954,2024-11-30
Oklahoma,2,40.30853932333126,2024-11-30
Oregon,2,70.82323810393555,2024-11-30
Pennsylvania,2,109.26647804948337,2024-11-30
Puerto Rico,2,72.71917518466248,2024-11-30
Rhode Island,2,2.613677809622574,2024-11-30
South Carolina,2,24.98787111367942,2024-11-30
South Dakota,2,6.4275958859558395,2024-11-30
Tennessee,2,102.29247999533811,2024-11-30
Texas,2,320.5649079129883,2024-11-30
US,2,4134.3803075947135,2024-11-30
Utah,2,12.446538015431507,2024-11-30
Vermont,2,2.8727551475440625,2024-11-30
Virginia,2,50.74736480059561,2024-11-30
Washington,2,39.38530837860741,2024-11-30
West Virginia,2,8.343990218103407,2024-11-30
Wisconsin,2,38.44160442726434,2024-11-30
Wyoming,2,5.3549620239444184,2024-11-30
