location_name,horizon,value,date
Alabama,1,35.66052022436292,2024-11-16
Alaska,1,8.974507257080166,2024-11-16
Arizona,1,359.7328822666756,2024-11-16
Arkansas,1,21.714090913898502,2024-11-16
California,1,181.39064554613708,2024-11-16
Colorado,1,22.682599611815206,2024-11-16
Connecticut,1,13.393483914114393,2024-11-16
Delaware,1,3.990336299041556,2024-11-16
District of Columbia,1,4.436032353663839,2024-11-16
Florida,1,377.81084108975676,2024-11-16
Georgia,1,56.50752923091972,2024-11-16
Hawaii,1,6.055345309996753,2024-11-16
Idaho,1,3.8878494374970907,2024-11-16
Illinois,1,31.70932604648717,2024-11-16
Indiana,1,59.93037574774731,2024-11-16
Iowa,1,5.634399230729684,2024-11-16
Kansas,1,15.468549567025617,2024-11-16
Kentucky,1,24.982827535277416,2024-11-16
Louisiana,1,115.75814177739908,2024-11-16
Maine,1,3.809758799704964,2024-11-16
Maryland,1,20.958989404407976,2024-11-16
Massachusetts,1,47.0803456028636,2024-11-16
Michigan,1,48.26682691527825,2024-11-16
Minnesota,1,41.24738985020624,2024-11-16
Mississippi,1,29.002025008614797,2024-11-16
Missouri,1,47.095354868135516,2024-11-16
Montana,1,2.021088405786954,2024-11-16
Nebraska,1,3.4850338294094856,2024-11-16
Nevada,1,24.599991153101293,2024-11-16
New Hampshire,1,11.215611692918724,2024-11-16
New Jersey,1,38.28582571497119,2024-11-16
New Mexico,1,18.75845201976648,2024-11-16
New York,1,145.48563793614954,2024-11-16
North Carolina,1,25.151179257543316,2024-11-16
North Dakota,1,13.618947086249369,2024-11-16
Ohio,1,525.984075214238,2024-11-16
Oklahoma,1,18.544063837293404,2024-11-16
Oregon,1,29.98537787107885,2024-11-16
Pennsylvania,1,159.1831913018997,2024-11-16
Puerto Rico,1,31.71285439428283,2024-11-16
Rhode Island,1,3.624771432033245,2024-11-16
South Carolina,1,32.16706125925494,2024-11-16
South Dakota,1,5.578080001372716,2024-11-16
Tennessee,1,73.64108507160677,2024-11-16
Texas,1,193.47612595835665,2024-11-16
US,1,3217.913755565187,2024-11-16
Utah,1,5.357106014256931,2024-11-16
Vermont,1,1.1402232027941366,2024-11-16
Virginia,1,15.484805253883435,2024-11-16
Washington,1,7.914532459288763,2024-11-16
West Virginia,1,6.742860308738347,2024-11-16
Wisconsin,1,10.64157306459473,2024-11-16
Wyoming,1,8.66416688028213,2024-11-16
