location_name,horizon,value,date
Alabama,3,22.654495140614888,2024-11-02
Alaska,3,3.2109047566655082,2024-11-02
Arizona,3,8.471760237446412,2024-11-02
Arkansas,3,13.89268143041914,2024-11-02
California,3,58.98088027897999,2024-11-02
Colorado,3,3.1938542832143053,2024-11-02
Connecticut,3,3.908319817986391,2024-11-02
Delaware,3,2.427495704426876,2024-11-02
District of Columbia,3,0.1826541077331977,2024-11-02
Florida,3,160.45349277212793,2024-11-02
Georgia,3,17.081002608613854,2024-11-02
Hawaii,3,7.715485309385126,2024-11-02
Idaho,3,0.7848511024081858,2024-11-02
Illinois,3,20.435653213031266,2024-11-02
Indiana,3,19.42175524272289,2024-11-02
Iowa,3,7.930852306039594,2024-11-02
Kansas,3,10.928550915959274,2024-11-02
Kentucky,3,9.298067757041947,2024-11-02
Louisiana,3,12.990033266970197,2024-11-02
Maine,3,1.5954883972111542,2024-11-02
Maryland,3,5.602465633483354,2024-11-02
Massachusetts,3,13.160000146151905,2024-11-02
Michigan,3,11.972487605069636,2024-11-02
Minnesota,3,4.871798621456143,2024-11-02
Mississippi,3,9.39789562640552,2024-11-02
Missouri,3,21.362298068489277,2024-11-02
Montana,3,1.5889666230875108,2024-11-02
Nebraska,3,0.052589812909758026,2024-11-02
Nevada,3,7.629495811083054,2024-11-02
New Hampshire,3,4.425316489998955,2024-11-02
New Jersey,3,30.10230741793753,2024-11-02
New Mexico,3,2.0494014141194135,2024-11-02
New York,3,35.622235213173866,2024-11-02
North Carolina,3,48.97080980528322,2024-11-02
North Dakota,3,1.3352516223510287,2024-11-02
Ohio,3,23.909373335130116,2024-11-02
Oklahoma,3,19.1607081373746,2024-11-02
Oregon,3,2.0172026883383576,2024-11-02
Pennsylvania,3,38.492537188938684,2024-11-02
Puerto Rico,3,3.402109210695828,2024-11-02
Rhode Island,3,1.8008725621627222,2024-11-02
South Carolina,3,16.57643696965231,2024-11-02
South Dakota,3,3.577313874522133,2024-11-02
Tennessee,3,32.73292699392191,2024-11-02
Texas,3,102.14953248860235,2024-11-02
US,3,1040.9949750565354,2024-11-02
Utah,3,0.07041320708574021,2024-11-02
Vermont,3,-0.102547466305918,2024-11-02
Virginia,3,39.85055823780903,2024-11-02
Washington,3,5.461609380690482,2024-11-02
West Virginia,3,5.333363292218156,2024-11-02
Wisconsin,3,7.628382841505898,2024-11-02
Wyoming,3,2.7108280268507796,2024-11-02
